#This data comes from Nasdaq.com, its a concatenation of AMEX, NASDAQ, and NYSE listed tickers from early 2018

Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AHT^H,Ashford Hospitality Trust Inc,23.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,22.83,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
AI,Arlington Asset Investment Corp,8.69,263703663.7,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,24.49,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AIA,iShares Asia 50 ETF,57.2,929500000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia
AIC,Arlington Asset Investment Corp,23.779,0,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic
AIF,Apollo Tactical Income Fund Inc.,15.21,219997835.5,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aif
AIG,"American International Group, Inc.",44.25,39145694798,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig.ws
AIHS,Senmiao Technology Limited,4.47,115680918,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
AIMC,Altra Industrial Motion Corp.,34.7,2224270000,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/aimc
AIMT,"Aimmune Therapeutics, Inc.",28.26,1652572454,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
AIN,Albany International Corporation,74.15,2387630000,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
AINC,Ashford Inc.,58.87,124179671.6,n/a,2014,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ainc
AINV,Apollo Investment Corporation,5.35,1131924078,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
AIPT,Precision Therapeutics Inc.,0.875,12292296.63,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/aipt
AIQ,Global X Future Analytics Tech ETF,14.318,43669928.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiq
AIR,AAR Corp.,49.74,1742944115,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air
AIRG,"Airgain, Inc.",13.9,133248013.2,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg
AIRI,Air Industries Group,1.342,35447235.05,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi
AIRR,First Trust RBA American Industrial Renaissance ETF,26.07,175972552.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/airr
AIRT,"Air T, Inc.",37.3854,76401065.14,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt
AIT,"Applied Industrial Technologies, Inc.",68.94,2671742882,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait
AIV,Apartment Investment and Management Company,45.6,7097377618,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv
AIV^A,Apartment Investment and Management Company,25.62,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiv^a
AIW,Arlington Asset Investment Corp,23.95,0,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw
AIY,Apollo Investment Corporation,25.22,0,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aiy
AIZ,"Assurant, Inc.",103.3,6455023003,n/a,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",109.99,0,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AJG,Arthur J. Gallagher & Co.,77.77,14282616040,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",37.87,2965221000,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
AJX,Great Ajax Corp.,13.7,257860564.3,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ajx
AJXA,Great Ajax Corp.,25.08,0,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ajxa
AKAM,"Akamai Technologies, Inc.",72.18,11837520000,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam
AKAO,"Achaogen, Inc.",2.64,119352876.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao
AKBA,"Akebia Therapeutics, Inc.",8.2,467884316.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
AKCA,"Akcea Therapeutics, Inc.",25.6,2194390323,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca
AKER,Akers Biosciences Inc,2.241,26361526.17,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker
AKG,Asanko Gold Inc.,0.7589,171363121.6,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/akg
AKO.A,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.b
AKP,Alliance California Municipal Income Fund Inc,13.12,112237244.2,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/akp
AKR,Acadia Realty Trust,29.04,2368307106,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
AKRX,"Akorn, Inc.",6.86,860595053.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx
AKS,AK Steel Holding Corporation,3.82,1205370306,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks
AKTS,"Akoustis Technologies, Inc.",4.8,142197225.6,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts
AKTX,Akari Therapeutics Plc,1.88,28591748.76,15208377,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx
AL,Air Lease Corporation,39.78,4139767160,n/a,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
ALACU,Alberton Acquisition Corporation,10.09,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacu
ALB,Albemarle Corporation,105.87,11481576409,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb
ALBO,"Albireo Pharma, Inc.",28.19,337432270.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
ALCO,"Alico, Inc.",33.51,274780559.1,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco
ALDR,"Alder BioPharmaceuticals, Inc.",14.04,959305646.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",11,230724120,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx
ALE,"Allete, Inc.",76.69,3944107802,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale
ALEX,"Alexander & Baldwin, Inc.",22.23,1601162633,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex
ALG,"Alamo Group, Inc.",89.48,1050072318,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg
ALGN,"Align Technology, Inc.",245.84,19663360225,n/a,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
ALGR,Allegro Merger Corp.,9.61,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algr
ALGRR,Allegro Merger Corp.,0.38,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr
ALGRU,Allegro Merger Corp.,10.29,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru
ALGRW,Allegro Merger Corp.,0.35,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw
ALGT,Allegiant Travel Company,120.28,1943702668,n/a,2006,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt
ALIM,"Alimera Sciences, Inc.",1.07,74941099.77,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
ALJJ,"ALJ Regional Holdings, Inc.",1.75,66361953,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj
ALK,"Alaska Air Group, Inc.",65.71,8102036100,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk
ALKS,Alkermes plc,38.99,6058374865,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
ALL,Allstate Corporation (The),93.7,32274240699,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),24.96,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),25.08,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^b
ALL^D,Allstate Corporation (The),25.63,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),25.4132,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),25.5825,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^f
ALL^G,Allstate Corporation (The),24.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^g
ALLE,Allegion plc,90.42,8594942090,n/a,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle
ALLK,Allakos Inc.,57.33,2414341672,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk
ALLO,"Allogene Therapeutics, Inc.",33.23,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo
ALLT,Allot Communications Ltd.,7.08,238697456.4,n/a,2006,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt
ALLY,Ally Financial Inc.,26.29,10859918761,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.37,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ally^a
ALNA,"Allena Pharmaceuticals, Inc.",8.66,179713766.2,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
ALNY,"Alnylam Pharmaceuticals, Inc.",73.04,7352652820,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny
ALO,Alio Gold Inc.,0.7239,61319500.82,n/a,2011,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/alo
ALOT,"AstroNova, Inc.",19.675,134939236.4,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ALP^Q,Alabama Power Company,24.96,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q
ALPN,"Alpine Immune Sciences, Inc.",4.81,66622165.22,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
ALQA,"Alliqua BioMedical, Inc.",1.74,8709065.4,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
ALRM,"Alarm.com Holdings, Inc.",49.64,2367610825,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm
ALRN,"Aileron Therapeutics, Inc.",2.15,31685414.3,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
ALSK,"Alaska Communications Systems Group, Inc.",1.53,81371639.34,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk
ALSN,"Allison Transmission Holdings, Inc.",47,6092997280,n/a,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn
ALT,"Altimmune, Inc.",3.93,16193910.84,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
ALTR,Altair Engineering Inc.,33.6,2348978554,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr
ALTY,Global X SuperDividend Alternatives ETF,14.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alty
ALV,"Autoliv, Inc.",86.27,7517815567,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
ALX,"Alexander&#39;s, Inc.",319.14,1629940531,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx
ALXN,"Alexion Pharmaceuticals, Inc.",127.17,28371198691,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn
ALYA,Alithya Group inc.,4.39,212492905.9,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya
ALZH,"Alzheon, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alzh
AM,Antero Midstream Partners LP,28.19,5272950832,n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am
AMAG,"AMAG Pharmaceuticals, Inc.",18.2,628548993.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
AMAL,Amalgamated Bank,20.98,666567832.3,n/a,2018,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal
AMAT,"Applied Materials, Inc.",34.93,34335858899,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AMBA,"Ambarella, Inc.",36.64,1174553861,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba
AMBC,"Ambac Financial Group, Inc.",18.98,860405421.7,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",9.74,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw
AMBO,Ambow Education Holding Ltd.,4.99,97169122.3,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ambo
AMBR,"Amber Road, Inc.",9.28,255392049.6,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr
AMC,"AMC Entertainment Holdings, Inc.",18.13,2312868376,n/a,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.86,9751000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amca
AMCN,AirMedia Group Inc,0.3702,16724802.68,45177749,2007,Technology,Advertising,https://www.nasdaq.com/symbol/amcn
AMCX,AMC Networks Inc.,60,3391775880,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx
AMD,"Advanced Micro Devices, Inc.",21.19,21177438907,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
AME,"AMTEK, Inc.",74.97,17401734421,n/a,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame
AMED,Amedisys Inc,119.04,3796018825,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
AMEH,"Apollo Medical Holdings, Inc.",20.6,690559936.2,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh
AMG,"Affiliated Managers Group, Inc.",117,6162727545,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg
AMGN,Amgen Inc.,195.99,1.24889E+11,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
AMGP,Antero Midstream GP LP,15.22,2834259846,n/a,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amgp
AMH,American Homes 4 Rent,20.47,6069995588,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,24.226,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,23.8918,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,22.6027,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,22.2101,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,24.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^h
AMID,"American Midstream Partners, LP",5.69,301462288.3,n/a,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid
AMKR,"Amkor Technology, Inc.",7.04,1686312031,n/a,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr
AMMA,"Alliance MMA, Inc.",0.3039,4516857.799,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma
AMN,AMN Healthcare Services Inc,59.1,2769891531,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn
AMNB,"American National Bankshares, Inc.",36.48,317902442.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb
AMOT,"Allied Motion Technologies, Inc.",49.66,470597130.1,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot
AMOV,"America Movil, S.A.B. de C.V.",14.31,47253566232,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMOV,"America Movil, S.A.B. de C.V.",14.31,47253566232,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",129.8,18088456177,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp
AMPE,"Ampio Pharmaceuticals, Inc.",0.5998,64008566.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ampe
AMPH,"Amphastar Pharmaceuticals, Inc.",20.71,957971162.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph
AMR,"Alta Mesa Resources, Inc.",3.32,1274815529,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr
AMRB,American River Bankshares,15.07,88382566.14,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
AMRC,"Ameresco, Inc.",15.24,700682850.6,n/a,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc
AMRH,"Ameri Holdings, Inc.",0.2831,6475472.846,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh
AMRHW,"Ameri Holdings, Inc.",0.05,0,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw
AMRK,"A-Mark Precious Metals, Inc.",12.4,87189980,n/a,n/a,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk
AMRN,Amarin Corporation plc,21.3,6210280355,291562458,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn
AMRS,"Amyris, Inc.",7.31,368306009.3,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs
AMRWW,"Alta Mesa Resources, Inc.",0.4,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww
AMRX,"Amneal Pharmaceuticals, Inc.",20.07,5990246478,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/amrx
AMS,American Shared Hospital Services,2.8554,16315755.6,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams
AMSC,American Superconductor Corporation,9.45,200605271,n/a,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc
AMSF,"AMERISAFE, Inc.",65.63,1264688787,n/a,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
AMSWA,"American Software, Inc.",12.49,386020074.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa
AMT,American Tower Corporation (REIT),159.36,70196145529,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
AMTB,Mercantil Bank Holding Corporation,19,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
AMTBB,Mercantil Bank Holding Corporation,17.6,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
AMTD,TD Ameritrade Holding Corporation,53.3,30255772556,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
AMTX,"Aemetis, Inc",0.96,19413974.4,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx
AMWD,American Woodmark Corporation,63.39,1115300015,n/a,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd
AMX,"America Movil, S.A.B. de C.V.",14.54,48013057513,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
AMZN,"Amazon.com, Inc.",1754.427,8.5786E+11,n/a,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn
AN,"AutoNation, Inc.",39.37,3540354730,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
ANAB,"AnaptysBio, Inc.",81.18,1951279092,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab
ANAT,American National Insurance Company,128.51,3455049051,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat
ANCB,Anchor Bancorp,26.01,64609620.3,n/a,2011,Finance,Banks,https://www.nasdaq.com/symbol/ancb
ANCX,Access National Corporation,26.84,558203370.1,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ancx
ANDE,"The Andersons, Inc.",34.32,971256000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
ANDX,Andeavor Logistics LP,40.06,9833638085,n/a,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx
ANET,"Arista Networks, Inc.",252.2,19022765060,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
ANF,Abercrombie & Fitch Company,20.33,1357026077,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf
ANFI,Amira Nature Foods Ltd,0.65,24643758.1,n/a,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi
ANGI,ANGI Homeservices Inc.,17.89,8856106504,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
